,dataSrc,mz,nmass,hmdb.KEGG.ID,hmdb.Score,metlin.KEGG.ID,metlin.Score,neighbor.cpds,top.score,BioCAn.ID
0,HilPos,53.0142,52.00688643,,,,,,0.0,
1,HilPos,56.0528,55.0455371,,,,,,0.0,
2,HilPos,58.0682,57.0609266,,,,,,0.0,
3,HilPos,60.0473,59.03999597,,,,,,0.0,
4,HilPos,60.0835,59.07625798,,,,,,0.0,
5,HilPos,61.0136,60.00632202,,,,,,0.0,C05951
6,HilPos,62.9843,61.97699125,,,,,,0.0,
7,HilPos,68.0492,67.04191646,,,,,C19907,0.0,
8,HilPos,69.0719,68.06467097,,,,,,0.0,
9,HilPos,70.0309,69.02359846,,,,,,0.0,
10,HilPos,70.031,69.02367678,,,,,,0.0,
11,HilPos,70.0674,69.0600959,,,,,,0.0,
12,HilPos,72.083,71.07569713,,,,,,0.0,
13,HilPos,74.0618,73.05450674,,,,,,0.0,
14,HilPos,74.0623,73.05498403,,,,,,0.0,
15,HilPos,79.055,78.04774372,,,,,C01407,0.0,
16,HilPos,80.0511,79.04382785,,,,,,0.0,
17,HilPos,81.0463,80.03903815,C00396,0.31,,,,0.0,
18,HilPos,82.9991,81.9917907,,,,,,0.0,
19,HilPos,83.0619,82.05464232,,,,,,0.0,
20,HilPos,84.0821,83.0748375,,,,,,0.0,
21,HilPos,86.0979,85.09064186,,,,,,0.0,
22,HilPos,87.0696,86.06234287,,,,,,0.0,
23,HilPos,88.0406,87.03329553,,,,,C02218;C06695;C20253;C20904,4.344827586,C02218
24,HilPos,88.1066,87.09930292,,,,,,0.0,
25,HilPos,90.0561,89.04882576,C00041;C00213;C00133;C00099,0.41;0.38;0.35;0.37,,,C00041;C00133;C00099;C00213;C01401;C01537;C02116;C11488,7.517241379,C00041
26,HilPos,91.0552,90.04792548,,,,,,0.0,
27,HilPos,95.0613,94.05402816,,,,,C13728,0.0,
28,HilPos,100.0765,99.06926744,,,,,C18796;C11118,0.137931034,C18796
29,HilPos,100.1111,99.10381206,,,,,C00571,0.0,
30,HilPos,102.0557,101.0484713,,,C01234,43,C17234;C01234;C02926;C07509;C08267;C11106;C19456;C19777;C20905,3.724137931,C17234
31,HilPos,104.1079,103.1006119,,,C00114,21,,0.0,
32,HilPos,104.9928,103.9855238,,,,,,0.0,
33,HilPos,105.1108,104.1035485,,,,,,0.0,
34,HilPos,106.0498,105.0425257,C00740;C00065,0.48;0.44,C00740;C00065,59;49,C00065;C00740;C00716,10.06896552,C00065
35,HilPos,107.0497,106.0424495,C00193,0.4,,,C00193;C00261,0.0,
36,HilPos,111.0082,110.0009593,,,,,,0.0,
37,HilPos,112.051,111.0436824,C00380,0.41,C00380,62,C00380,0.0,
38,HilPos,112.051,111.0437368,C00380,0.41,C00380,54,C00380,0.0,
39,HilPos,113.0714,112.0641305,,,,,,0.0,
40,HilPos,114.0917,113.0843878,,,,,C06593,0.0,
41,HilPos,118.0657,117.0584636,C00463,0.33,C00463,88,C00463;C16074,0.0,
42,HilPos,118.0864,117.0791306,C00183;C00719;C00431,0.44;0.34;0.31,C00719;C00183;C00431,52;41;21,C00183;C00719;C00431;C01799;C01826;C03571;C06417;C07457;C15987;C16436,0.896551724,C00183
43,HilPos,120.0514,119.0440825,,,,,,0.0,
44,HilPos,123.0443,122.0370274,C00180,0.45,,,C00180;C00539;C00633;C03067;C06202;C15474,0.0,
45,HilPos,123.0558,122.0484769,C00153,0.29,C00153,98,C00153;C01950;C02421,0.0,
46,HilPos,124.0246,123.0173332,,,,,,0.0,
47,HilPos,125.026,124.018678,,,,,C19239,0.0,
48,HilPos,126.0224,125.0151277,C00245,0.52,,,C00245,0.413793103,C00245
49,HilPos,130.0503,129.043053,KEGG;C02237;C01879,0.43;0.36;0.35,C02237,53,C01879;C04281;C01877;C02237;C04282,3.310344828,C01879
50,HilPos,130.0651,129.0578035,,,,,C06323;C06413,0.0,
51,HilPos,130.0865,129.0791966,C00408,0.31,C00408;C03969;C07500,44;33;14,C00408;C05936;C03969;C07500;C13696,0.75862069,C00408
52,HilPos,131.0906,130.083372,,,,,,0.0,
53,HilPos,132.1022,131.0949318,C00407;C01933;C00123;KEGG,0.53;0.52;0.51;0.48,C00407;C00123;C01933;C02378;C02486,48;44;22;22;17,C00407;C00123;C01570;C01933;C02378;C02486;C06418;C08263;C16434;C16439;C16647;C21092;C21096,1.0,C00407
54,HilPos,133.0319,132.0245774,,,,,C11074,0.0,
55,HilPos,133.061,132.0537146,C00152;C02642,0.53;0.53,C00152;C02642,55;20,C00152;C02642;C01043;C01905;C02037;C16438;C19258;C19301,2.724137931,C00152
56,HilPos,133.8563,132.8490324,,,,,,0.0,
57,HilPos,134.0193,133.0119861,,,,,,0.0,
58,HilPos,134.0451,133.0377885,C00049;C00402,0.51;0.14,C00049;C00402,57;35,C00049;C00402;C16433;C19911,6.655172414,C00049
59,HilPos,135.0032,133.9958777,,,,,,0.0,
60,HilPos,135.0251,134.0178601,,,,,,0.0,
61,HilPos,135.0476,134.0403565,,,,,C04022,0.0,
62,HilPos,135.0637,134.0564195,,,C01801,13,C01801;C02783;C04039;C04272;C06257;C08347,0.137931034,C01801
63,HilPos,136.0757,135.068421,,,,,C02505;C07565;C15561;C16075;C19714,0.0,
64,HilPos,137.066,136.0587258,,,,,,0.0,
65,HilPos,138.0197,137.0123997,,,,,,0.0,
66,HilPos,138.055,137.0477223,C01004;KEGG;C00568;KEGG,0.45;0.45;0.41;0.21,C00108;C01004,33;32,C00108;C00568;C01004;C14394;C15533;C19486;C19597,0.724137931,C00108
67,HilPos,139.0027,137.9954471,,,,,,0.0,
68,HilPos,139.0978,138.0904835,,,C13692,35,C13692;C20267,0.0,
69,HilPos,140.0819,139.0746075,,,C01279,45,C01279;C01929,0.0,
70,HilPos,141.9854,140.9781054,,,,,,0.0,
71,HilPos,142.0687,141.0613939,,,,,,0.0,
72,HilPos,143.0189,142.0116674,,,,,,0.0,
73,HilPos,143.0816,142.0743268,,,C06231,22,C06231,0.0,
74,HilPos,144.0511,143.0438532,,,,,C13738,0.0,
75,HilPos,144.0806,143.0733382,,,,,C02227;C14790,0.0,
76,HilPos,144.9274,143.9201019,,,,,,0.0,
77,HilPos,145.0514,144.0441225,KEGG,0.41,,,C00922;C01757;C02295;C02930;C19821;C19822;C19826,0.0,
78,HilPos,145.1083,144.1009879,,,,,C03078,0.0,
79,HilPos,146.0598,145.0525575,,,C19434,29,C02796;C06324;C06338;C06343;C06415;C08493;C19434,0.0,
80,HilPos,146.06,145.052717,,,C19434,26,C02796;C06324;C06338;C06343;C06415;C08493;C19434,0.0,
81,HilPos,146.1175,145.1101927,,,,,,0.0,
82,HilPos,147.0445,146.0372687,KEGG;C05851,0.32;N/A,,,C05851,0.0,
83,HilPos,148.0425,147.0352065,,,,,C03901,0.275862069,C03901
84,HilPos,148.0607,147.0534385,C00025;C12269,0.43;0.41,C00025;C12269,58;7,C00025;C00302;C05938;C00217;C00979;C03618;C03790;C05574;C05941;C12269,6.75862069,C00025
85,HilPos,148.1154,147.1081525,,,,,,0.0,
86,HilPos,148.1332,147.1258917,,,,,,0.0,
87,HilPos,148.1333,147.1260334,,,,,,0.0,
88,HilPos,149.1178,148.1105141,,,,,,0.0,
89,HilPos,150.0586,149.051293,C00073,0.52,C00073,65,C00073;C00855;C01733;C07418,4.068965517,C00073
90,HilPos,151.9912,150.9839434,,,,,,0.0,
91,HilPos,152.0703,151.0630694,KEGG;KEGG,0.39;0.02,C06804;C03005,72;17,C02709;C03005;C03522;C04350;C04353;C06804;C07301;C16571;C17755;C17756;C18623;C20634,0.0,
92,HilPos,156.0768,155.0695711,C00135,0.38,C00135,63,C00135;C00768;C01162;C06419,0.896551724,C00135
93,HilPos,157.0132,156.0059,KEGG,0.34,,,C20450,0.0,
94,HilPos,157.076,156.068702,,,,,C02938,0.0,
95,HilPos,157.0984,156.0911169,,,,,,0.0,
96,HilPos,158.0601,157.0528104,,,,,C14788,0.0,
97,HilPos,158.0925,157.085241,,,,,,0.0,
98,HilPos,158.0927,157.085454,,,,,,0.0,
99,HilPos,159.0776,158.0703681,,,C14089,33,C01109;C16432,0.0,
100,HilPos,159.9983,158.9909964,,,,,,0.0,
101,HilPos,160.0347,159.027464,,,,,,0.0,
102,HilPos,160.0798,159.072498,,,,,,0.0,
103,HilPos,160.9013,159.8939905,,,,,,0.0,
104,HilPos,162.0566,161.0493554,C19837,0.26,,,C05637;C05639;C06330;C06342;C11503;C16716;C16759;C19837;C20204,0.0,
105,HilPos,163.034,162.0267616,,,,,C18457,0.0,
106,HilPos,163.0979,162.0906645,,,,,C08234;C08237,0.0,
107,HilPos,165.0525,164.0452215,C00166,0.29,C00811,82,C00166;C02763;C05838;C00811;C01772;C06738;C07114;C10945;C12621,1.75862069,C00166
108,HilPos,165.1124,164.105146,,,,,,0.0,
109,HilPos,165.1136,164.1062754,,,,,,0.0,
110,HilPos,166.0723,165.0650167,C02242;C04152,0.22;0.14,C02242,63,C02230;C02242,0.0,
111,HilPos,166.0864,165.0791536,C00079;C07527,0.35;0.32,C00079,76,C00079;C02057;C02265;C07527;C18090;C18747;C19565;C19578;C20487;C20488,1.827586207,C00079
112,HilPos,167.0928,166.0855425,,,,,C19872,0.0,
113,HilPos,169.0945,168.0872136,C00534,0.51,C00534,17,,0.0,
114,HilPos,169.0971,168.0898501,C00534,0.51,C00534,59,C00534;C11846;C13710,3.482758621,C00534
115,HilPos,170.0617,169.0544545,,,,,,0.0,
116,HilPos,170.0811,169.073807,KEGG;C00314,0.51;0.51,C00314;C00547,70;28,C00314;C00547,3.655172414,C00314
117,HilPos,170.0967,169.0894298,,,,,C10998;C11016;C19319,0.0,
118,HilPos,171.0683,170.0610664,C05576,0.55,,,C17931,0.0,
119,HilPos,172.0989,171.0915742,,,C11837,84,C10284;C11837,0.0,
120,HilPos,173.0836,172.0763355,KEGG,0.22,,,,0.0,
121,HilPos,173.128,172.1206778,,,,,,0.0,
122,HilPos,174.0507,173.0434444,,,,,C19194,0.0,
123,HilPos,174.1489,173.1415816,,,,,,0.0,
124,HilPos,175.0866,174.0792896,,,C02693;C13008,69;18,C02693;C02937;C13008,0.0,
125,HilPos,175.1188,174.1115046,C00792;C00062,N/A;0.26,C00062,70,C00062;C00792;C02385,2.655172414,C00062
126,HilPos,176.0733,175.0660487,C00954,0.3,,,,0.0,
127,HilPos,177.0249,176.0176702,,,,,,0.0,
128,HilPos,178.0086,177.0013523,,,,,,0.0,
129,HilPos,180.0491,179.0417788,,,,,C03975,0.0,
130,HilPos,180.0866,179.0793163,,,C08349,41,C00329;C01214;C02262;C03570;C06763;C08349;C12212;C16675;C17578;C21035;C21038;C21048;C21051;C21060,1.034482759,C00329
131,HilPos,180.0881,179.0807756,,,C08349,9,C00329;C01214;C02262;C03570;C06763;C08349;C12212;C16675;C17578;C21035;C21038;C21048;C21051;C21060,1.034482759,C00329
132,HilPos,181.1008,180.0935435,,,,,,0.0,
133,HilPos,181.1084,180.1011168,,,,,,0.0,
134,HilPos,182.0812,181.0739092,KEGG;C00082,0.57;0.25,C00082;C04368,100;46,C00082;C01536;C03290;C04368;C06420;C19579;C19712;C20807;C21308,1.482758621,C00082
135,HilPos,182.1112,181.1039586,,,,,,0.0,
136,HilPos,184.0734,183.0661055,,,C00588,58,C16403;C20316,0.0,
137,HilPos,184.0964,183.0890913,C00788;C05589,0.48;0.39,,,C05589;C00788;C11768;C17925,1.034482759,C05589
138,HilPos,186.1117,185.1044386,,,,,C10356;C10858;C12449;C20673,0.0,
139,HilPos,186.9954,185.9881224,,,,,,0.0,
140,HilPos,188.1755,187.1681932,,,C01029,74,C00612;C01029,0.275862069,C00612
141,HilPos,189.0072,187.9998989,,,,,,0.0,
142,HilPos,189.1602,188.1529536,,,,,C01037;C03793;C18885,0.0,
143,HilPos,191.0722,190.0648818,,,,,C11052;C14105;C15102;C17220;C17916,0.0,
144,HilPos,191.164,190.1567219,,,,,,0.0,
145,HilPos,192.0244,191.0170923,,,,,,0.0,
146,HilPos,192.035,191.0276964,,,,,,0.0,
147,HilPos,192.0683,191.0610449,C02712;C05635,0.45;0.46,C05635,75,C05635;C16596;C02712;C06725,1.034482759,C05635
148,HilPos,192.0794,191.07212,,,,,C10897,0.0,
149,HilPos,193.0345,192.0271992,C00311,0.42,C00158,76,C00158;C00311;C04575;C00451;C00679;C02780;C03600;C03921;C04617;C20889;C20890;C20896;C21091;C21095,4.344827586,C00158
150,HilPos,194.0226,193.0153135,,,,,,0.0,
151,HilPos,194.0371,193.0297909,,,,,,0.0,
152,HilPos,195.0058,193.9984842,,,,,C12836,0.0,
153,HilPos,195.0798,194.0725388,KEGG,0.45,,,C11429;C11430;C11431;C11432,0.0,
154,HilPos,195.1226,194.1153651,,,,,,0.0,
155,HilPos,196.4784,195.4711568,,,,,,0.0,
156,HilPos,197.0017,195.9943975,,,,,,0.0,
157,HilPos,197.0352,196.0279254,,,,,,0.0,
158,HilPos,197.101,196.0937459,,,,,,0.0,
159,HilPos,198.0861,197.0787974,,,,,C02997;C12245;C19430,0.0,
160,HilPos,198.0971,197.089788,,,,,,0.0,
161,HilPos,199.0077,198.0004547,,,,,C11497,0.0,
162,HilPos,200.1758,199.1685067,,,C07968,20,C07968,0.0,
163,HilPos,201.1787,200.1714153,,,,,,0.0,
164,HilPos,202.0189,201.0116442,,,,,,0.0,
165,HilPos,203.0526,202.0452812,,,,,C20581,0.0,
166,HilPos,203.0648,202.0574983,,,,,C19136;C20961,0.0,
167,HilPos,203.0815,202.0742264,,,,,C06732;C10744;C12839;C21124,0.0,
168,HilPos,203.1499,202.1425874,,,C03626,36,C03626;C01404,1.586206897,C03626
169,HilPos,204.0636,203.0563236,,,,,C00331;C10127,2.034482759,C00331
170,HilPos,204.0867,203.0794194,,,,,C01365;C12986;C15383,0.0,
171,HilPos,204.4482,203.4409483,,,,,,0.0,
172,HilPos,205.0974,204.0901545,C00078,0.34,C00078;C00525,99;77,C00078;C00525;C00806;C07839;C10743;C10968;C14916,2.75862069,C00078
173,HilPos,206.0813,205.0740691,C02043,0.35,C02043;C05660,100;68,C02043;C05660;C09961;C10741,0.0,
174,HilPos,207.0504,206.0431188,,,,,C00725;C01251;C02225;C04593;C05662;C16241,0.0,
175,HilPos,209.1036,208.0963507,,,,,,0.0,
176,HilPos,210.0172,209.0099086,,,,,,0.0,
177,HilPos,210.0504,209.0431195,,,,,C17949,0.0,
178,HilPos,210.1635,209.156187,,,,,,0.0,
179,HilPos,210.9893,209.9820337,,,,,,0.0,
180,HilPos,211.0343,210.0270591,,,,,,0.0,
181,HilPos,211.119,210.1116827,,,,,,0.0,
182,HilPos,212.0045,210.9972736,,,,,,0.0,
183,HilPos,212.0678,211.0604949,,,,,C10923;C13280;C13646;C14952,0.0,
184,HilPos,212.1854,211.1781168,,,,,,0.0,
185,HilPos,213.0886,212.0812769,,,,,C01408;C01745;C04468;C11428;C12537;C14233;C16203;C16205;C20227;C20228,0.0,
186,HilPos,214.1079,213.1005803,,,C12819;C07429,22;11,C07429;C11839;C12819;C17904;C19255;C21198,0.0,
187,HilPos,215.1028,214.0955731,,,,,,0.0,
188,HilPos,215.1868,214.1795591,,,,,,0.0,
189,HilPos,216.0,214.9927617,,,,,,0.0,
190,HilPos,216.095,215.087679,,,,,,0.0,
191,HilPos,218.1037,217.0964355,,,,,C18590,0.0,
192,HilPos,218.3908,217.3835082,,,,,,0.0,
193,HilPos,218.9397,217.9324451,,,,,,0.0,
194,HilPos,219.0174,218.0101133,,,,,,0.0,
195,HilPos,219.0474,218.0401533,,,,,C06721,0.0,
196,HilPos,220.1183,219.1110158,C00864,0.43,C00864;C00371,79;32,C00864;C00371;C15545,0.896551724,C00864
197,HilPos,221.0896,220.0822762,C01017,0.32,C00643,62,C00643;C01017;C09985;C19716,2.344827586,C00643
198,HilPos,221.0947,220.0874253,C01017,0.32,C00643,74,C00643;C01017;C09985;C19716,2.344827586,C00643
199,HilPos,222.0223,221.0150174,,,,,,0.0,
200,HilPos,222.0563,221.0489772,,,,,,0.0,
201,HilPos,222.0974,221.0901603,C01074;C03878;C00645,0.51;0.52;0.45,C00140,100,C00645;C00140;C01132;C02587;C02711;C03136;C03878;C05021;C20328;C21036;C21039;C21049;C21052;C21061,2.896551724,C00645
202,HilPos,222.1122,221.1049549,,,C07934;C14291,46;21,C07934;C14291,0.0,
203,HilPos,223.9899,222.9826149,,,,,,0.0,
204,HilPos,224.0425,223.0352592,,,,,,0.0,
205,HilPos,224.0901,223.0828405,C01657,0.38,C14433,46,C14433;C18953,0.0,
206,HilPos,225.0699,224.062646,,,,,,0.0,
207,HilPos,225.0916,224.0843486,,,C14232,37,C00766;C01927;C02099;C09321;C14231;C14232;C16208,0.0,
208,HilPos,225.1164,224.1091301,,,,,C16038,0.0,
209,HilPos,225.3285,224.321238,,,,,,0.0,
210,HilPos,226.988,225.9807145,,,,,,0.0,
211,HilPos,227.0305,226.0232653,,,,,C16456,0.0,
212,HilPos,228.0207,227.0134698,,,,,,0.0,
213,HilPos,228.047,227.0397185,,,,,C05655;C06047;C06048,0.0,
214,HilPos,230.1213,229.1140713,,,,,,0.0,
215,HilPos,230.1863,229.1790492,,,,,,0.0,
216,HilPos,230.1864,229.1791007,,,,,,0.0,
217,HilPos,231.0413,230.0340013,,,,,C18350,0.0,
218,HilPos,231.0696,230.0622822,,,,,,0.0,
219,HilPos,231.1159,230.1085855,,,,,,0.0,
220,HilPos,232.0173,231.0100688,,,,,C03624,0.0,
221,HilPos,232.082,231.0746768,,,,,C05539;C05932,0.0,
222,HilPos,232.118,231.1107372,KEGG,,,,,0.0,
223,HilPos,232.1203,231.1130344,KEGG,,,,,0.0,
224,HilPos,233.1217,232.1143745,,,,,C17232,0.0,
225,HilPos,234.0771,233.0698342,,,,,C08062;C10654,0.0,
226,HilPos,234.9185,233.9111781,,,,,,0.0,
227,HilPos,234.9268,233.9194774,,,,,,0.0,
228,HilPos,236.998,235.9907658,,,,,C14182;C14268,0.0,
229,HilPos,237.0868,236.0795211,,,,,C02700;C15605;C19717,3.75862069,C02700
230,HilPos,237.0873,236.0800528,,,,,C02700;C15605;C19717,3.75862069,C02700
231,HilPos,237.0903,236.0830012,,,,,C02700;C15605;C18249;C18255;C19717,3.75862069,C02700
232,HilPos,237.1348,236.1275649,,,,,,0.0,
233,HilPos,238.0421,237.0348538,,,,,,0.0,
234,HilPos,238.0746,237.0672744,,,,,,0.0,
235,HilPos,239.1064,238.0991185,,,,,,0.0,
236,HilPos,241.0315,240.0242299,C00491,0.37,C00491,81,C00491;C01420;C18745,5.551724138,C00491
237,HilPos,241.1546,240.1473247,,,,,C07807,0.0,
238,HilPos,242.0371,241.0298272,,,,,,0.0,
239,HilPos,242.1009,241.0936063,,,,,,0.0,
240,HilPos,243.0877,242.0804071,,,C01727,100,C01727,0.0,
241,HilPos,243.109,242.1017649,,,,,,0.0,
242,HilPos,243.1831,242.1758091,,,,,C09876,0.0,
243,HilPos,244.0612,243.0539629,,,,,C10714;C21416,0.0,
244,HilPos,244.0898,243.0825241,C00475,0.33,C02961;C00475,39;33,C05711;C00475;C02961;C15045,2.344827586,C05711
245,HilPos,244.1181,243.1107744,,,,,,0.0,
246,HilPos,244.1183,243.1110218,,,,,,0.0,
247,HilPos,244.9533,243.9460476,,,,,,0.0,
248,HilPos,245.0567,244.049426,,,,,C11747,0.0,
249,HilPos,245.0666,244.0593386,,,,,,0.0,
250,HilPos,245.0965,244.0891817,,,C00120,60,C00120;C07013;C20818,1.0,C00120
251,HilPos,246.1337,245.1264571,,,,,,0.0,
252,HilPos,247.0163,246.008992,,,,,C00129;C00235;C12505;C18449,0.344827586,C00129
253,HilPos,247.1138,246.1065506,,,,,,0.0,
254,HilPos,247.1308,246.1235,,,C02206,9,C02206;C09287;C09292;C09300;C09394;C09476;C09545;C09601;C09605;C09606;C17085;C17490;C17912;C19972;C20424,0.0,
255,HilPos,248.0881,247.0808008,,,,,C20677,0.0,
256,HilPos,249.031,248.0237177,,,,,,0.0,
257,HilPos,250.0801,249.0727874,,,,,,0.0,
258,HilPos,250.9484,249.9411224,,,,,,0.0,
259,HilPos,251.0752,250.0679583,,,,,,0.0,
260,HilPos,251.139,250.1316831,,,,,C03002;C17725,0.0,
261,HilPos,251.1602,250.1529597,,,,,,0.0,
262,HilPos,251.1612,250.1539019,,,,,C07020;C09295;C09689;C09711;C09748;C13453;C13456;C14716;C20403;C20405,0.0,
263,HilPos,252.1014,251.0941709,,,,,,0.0,
264,HilPos,252.1082,251.1008905,,,C06470;C00559,29;4,C00559;C02517;C05198;C06470;C08431,1.931034483,C00559
265,HilPos,252.164,251.1567237,,,,,,0.0,
266,HilPos,253.0879,252.0806135,,,,,C03074;C15111;C15616;C20872,0.0,
267,HilPos,254.1042,253.0969493,,,,,,0.0,
268,HilPos,254.983,253.9757421,,,,,,0.0,
269,HilPos,255.0468,254.0395504,,,,,C08275,0.0,
270,HilPos,255.2273,254.2200301,,,,,,0.0,
271,HilPos,256.015,255.0077579,,,C07066,10,,0.0,
272,HilPos,256.1761,255.1688356,,,,,,0.0,
273,HilPos,256.2291,255.2218226,,,,,,0.0,
274,HilPos,257.0745,256.067259,,,,,,0.0,
275,HilPos,258.1086,257.1013311,KEGG,0.28,C07149,59,C07149;C12181,0.0,
276,HilPos,258.1104,257.1031217,KEGG,0.28,C07149,61,C07149;C12181,0.0,
277,HilPos,258.9929,257.9856449,,,,,,0.0,
278,HilPos,259.0291,258.02182,,,,,,0.0,
279,HilPos,259.084,258.0766972,,,,,,0.0,
280,HilPos,259.0941,258.086834,KEGG,0.49,C09283,23,C05131;C08465;C09273;C09283;C09618;C09980;C10268;C10352;C13633;C14115;C16744;C16929,0.0,
281,HilPos,259.1118,258.1045295,,,,,C19031;C20819,0.0,
282,HilPos,260.0622,259.0549056,,,,,,0.0,
283,HilPos,260.1003,259.0929821,,,,,,0.0,
284,HilPos,260.2598,259.2525546,,,,,,0.0,
285,HilPos,261.0887,260.0814151,,,,,C20386,0.0,
286,HilPos,262.0981,261.0908087,,,,,,0.0,
287,HilPos,262.2626,261.2552794,,,,,,0.0,
288,HilPos,262.9819,261.97458,,,,,,0.0,
289,HilPos,263.0965,262.0892301,,,,,,0.0,
290,HilPos,264.0353,263.028061,,,,,,0.0,
291,HilPos,264.0875,263.0801784,,,,,,0.0,
292,HilPos,264.2715,263.2641772,,,,,,0.0,
293,HilPos,265.0098,264.0024876,,,,,,0.0,
294,HilPos,267.0463,266.0390484,,,,,C10999,0.0,
295,HilPos,267.0655,266.0582137,,,,,C08506;C18252,0.0,
296,HilPos,267.0996,266.0922804,,,,,C14474;C19038,0.0,
297,HilPos,268.076,267.0687461,,,,,C07318,0.0,
298,HilPos,268.103,267.0957279,C00330;C00212,0.54;0.57,C00212;C07195;C00330;C07210,49;21;10;8,C00212;C00330;C06469;C07210;C08507,3.24137931,C00212
299,HilPos,268.1339,267.1266379,,,,,C09368;C12235;C14921;C15325,0.0,
300,HilPos,268.1444,267.1371492,,,,,C09160,0.0,
301,HilPos,268.9992,267.9919192,,,,,C14584,0.0,
302,HilPos,269.0958,268.0885363,,,,,C14850;C14849;C14851;C14556;C11265;C12117;C14459;C14461;C14557;C14558;C14559;C14560;C14563;C14564;C14565;C14576;C16603;C18286,0.448275862,C14850
303,HilPos,270.0705,269.0632517,,,,,C14936,0.0,
304,HilPos,271.2605,270.2532705,,,,,C16995,0.0,
305,HilPos,272.0105,271.0031769,,,,,,0.0,
306,HilPos,273.0035,271.9962493,,,,,C16198,0.0,
307,HilPos,273.1447,272.1374297,,,,,C09003;C14719;C14888;C15153,0.0,
308,HilPos,273.1476,272.1402967,,,,,C09003;C14719;C14888;C15153,0.0,
309,HilPos,273.2401,272.2328255,,,,,C18218,0.0,
310,HilPos,274.037,273.0297684,,,,,C18963,0.0,
311,HilPos,275.033,274.0257547,,,,,C18400,0.0,
312,HilPos,275.0491,274.0418476,,,,,C04359;C21204,0.0,
313,HilPos,275.0933,274.0860083,C00774,0.46,,,C00774;C08929;C08948;C09029;C09320;C09735;C09952;C12122;C12124;C12128;C13767;C16415,0.0,
314,HilPos,275.0954,274.0880893,C00774,0.46,,,C00774;C08929;C08948;C09029;C09320;C09735;C09952;C12122;C12124;C12128;C13767;C16415,0.0,
315,HilPos,275.1608,274.1535081,,,,,C09171;C14660;C18131,0.0,
316,HilPos,276.0694,275.062082,,,,,C09567;C11107;C20824;C20911,0.0,
317,HilPos,276.145,275.1377538,,,,,,0.0,
318,HilPos,276.2875,275.2801925,,,,,,0.0,
319,HilPos,277.0624,276.0551269,,,,,,0.0,
320,HilPos,277.0726,276.0653328,,,,,,0.0,
321,HilPos,277.1036,276.0963136,,,,,C01425;C05282;C09489;C09582;C09584;C09926;C14318;C14549;C17483;C17838;C19251;C19327;C20407;C20912,0.0,
322,HilPos,277.148,276.1407124,,,,,,0.0,
323,HilPos,278.1072,277.0999546,,,,,C10948,0.0,
324,HilPos,278.1098,277.1024845,,,,,,0.0,
325,HilPos,278.981,277.9737717,,,,,,0.0,
326,HilPos,279.1565,278.1491822,,,,,C03343;C14214;C15205,0.0,
327,HilPos,280.0869,279.0796041,,,,,,0.0,
328,HilPos,280.0908,279.0835679,,,,,C02328,0.0,
329,HilPos,280.1396,279.1323522,,,,,,0.0,
330,HilPos,281.0121,280.0047754,,,,,C06640;C14238,0.0,
331,HilPos,281.0605,280.0531754,,,,,,0.0,
332,HilPos,281.1077,280.1004493,KEGG,0.37,,,,0.0,
333,HilPos,281.1142,280.1068958,KEGG,0.37,,,C08485;C15191,0.0,
334,HilPos,282.0306,281.0232893,,,,,,0.0,
335,HilPos,282.044,281.036708,,,,,C15427,0.0,
336,HilPos,282.0647,281.0574532,,,,,,0.0,
337,HilPos,282.1171,281.1098195,C02494,0.61,,,C02494;C05031,0.0,
338,HilPos,282.119,281.1117006,C02494,0.61,C04779,7,C02494;C05031,0.0,
339,HilPos,282.12,281.1127594,C02494,0.61,C04779,12,C02494;C05031,0.0,
340,HilPos,283.0162,282.0088758,,,,,,0.0,
341,HilPos,283.1213,282.1140419,,,,,C15084;C20287,0.0,
342,HilPos,283.1228,282.1155202,,,,,C15084;C20287,0.0,
343,HilPos,283.1755,282.1682601,,,C19039,79,,0.0,
344,HilPos,284.0098,283.0025586,,,,,C08233,0.0,
345,HilPos,284.0807,283.073462,,,,,,0.0,
346,HilPos,285.0421,284.0348299,,,,,C10401,0.0,
347,HilPos,285.0709,284.0636247,,,,,,0.0,
348,HilPos,285.1238,284.1164766,,,,,C18559,0.0,
349,HilPos,286.0394,285.0321708,,,,,,0.0,
350,HilPos,287.0983,286.0909932,,,,,C03003;C18829,0.0,
351,HilPos,288.2034,287.1960953,,,,,,0.0,
352,HilPos,289.0477,288.0403913,,,,,C18693,0.0,
353,HilPos,289.0511,288.043858,,,,,C18693,0.0,
354,HilPos,289.0868,288.0795116,,,,,,0.0,
355,HilPos,289.1195,288.1121918,,,,,C11769;C18477,0.0,
356,HilPos,290.0689,289.0616027,,,,,C08478;C11184,0.0,
357,HilPos,291.1017,290.0943869,,,,,C03414;C14213,0.0,
358,HilPos,291.2505,290.2432464,,,,,,0.0,
359,HilPos,292.2366,291.229312,,,,,,0.0,
360,HilPos,293.1712,292.1639037,,,,,C09741;C10459,0.0,
361,HilPos,293.9646,292.9572972,,,,,,0.0,
362,HilPos,294.1014,293.0941547,,,C11156,5,C11156;C12256,0.0,
363,HilPos,294.1555,293.1482625,,,,,,0.0,
364,HilPos,294.1729,293.1655832,,,,,C08159,0.0,
365,HilPos,295.1142,294.1069483,,,,,C03411;C09570,0.0,
366,HilPos,295.1295,294.1221787,C11045,0.39,C11045,12,C11045;C15049,0.0,
