,dataSrc,mz,nmass,hmdb.KEGG.ID,hmdb.Score,metlin.KEGG.ID,metlin.Score,neighbor.cpds,top.score,BioCAn.ID
3538,HilNeg,355.1228,356.1300483,,,,,C01590;C09166;C10549;C17855;C18024;C20453;C21191,0.0,
3539,HilNeg,355.1316,356.138835,,,,,,0.0,
3540,HilNeg,356.0045,357.0118251,,,,,,0.0,
3541,HilNeg,356.0292,357.036486,,,,,,0.0,
3542,HilNeg,356.0438,357.0510879,,,,,,0.0,
3543,HilNeg,356.1068,357.1140868,,,,,C21132;C21134,0.0,
3544,HilNeg,356.1099,357.1172129,,,,,,0.0,
3545,HilNeg,356.1211,357.1283479,,,,,,0.0,
3546,HilNeg,357.0539,358.0611857,,,,,,0.0,
3547,HilNeg,357.1245,358.1317404,,,,,C13762,0.0,
3548,HilNeg,357.3037,358.3109664,,,,,,0.0,
3549,HilNeg,357.9643,358.9715578,,,,,C11070,0.0,
3550,HilNeg,358.1449,359.152182,,,,,C12650,0.0,
3551,HilNeg,359.1726,360.1799181,,,,,,0.0,
3552,HilNeg,360.0755,361.0827902,,,,,,0.0,
3553,HilNeg,360.1307,361.1379736,,,,,,0.0,
3554,HilNeg,360.9937,362.0009372,,,,,C07870,0.0,
3555,HilNeg,361.0677,362.0749394,,,,,,0.0,
3556,HilNeg,361.1372,362.1444875,,,,,C17362;C17363,0.0,
3557,HilNeg,361.2625,362.2697876,,,,,,0.0,
3558,HilNeg,362.0542,363.0615217,,,C00144,43,C00144;C06193;C18239;C18731;C19968,0.0,
3559,HilNeg,362.084,363.09126,,,,,C06878;C19021,0.0,
3560,HilNeg,362.1031,363.1103702,,,,,C05194;C11240;C12225;C19154,0.0,
3561,HilNeg,362.1317,363.1389419,,,,,,0.0,
3562,HilNeg,362.9846,363.9919015,,,,,,0.0,
3563,HilNeg,363.072,364.0792936,,,,,C10955,0.0,
3564,HilNeg,363.1118,364.1190967,,,,,,0.0,
3565,HilNeg,364.0638,365.0710539,,,,,,0.0,
3566,HilNeg,364.0688,365.0760476,,,,,,0.0,
3567,HilNeg,364.2851,365.2924185,,,,,,0.0,
3568,HilNeg,364.9223,365.9295423,,,,,,0.0,
3569,HilNeg,365.0136,366.0208689,,,,,,0.0,
3570,HilNeg,365.1318,366.1390352,,,,,,0.0,
3571,HilNeg,366.1149,367.1221972,,,,,C11562,0.0,
3572,HilNeg,366.1421,367.1493805,,,,,,0.0,
3573,HilNeg,366.9856,367.9928487,,,,,,0.0,
3574,HilNeg,367.1092,368.1164282,,,,,,0.0,
3575,HilNeg,368.0355,369.0427405,,,,,C10933,0.0,
3576,HilNeg,368.0627,369.069975,,,,,,0.0,
3577,HilNeg,368.1384,369.1456583,,,,,,0.0,
3578,HilNeg,368.9863,369.9936024,,,,,,0.0,
3579,HilNeg,369.1011,370.1083779,,,,,C10887;C20452,0.0,
3580,HilNeg,369.124,370.1313046,,,,,,0.0,
3581,HilNeg,369.1355,370.1427534,,,,,C09831;C10293;C10530;C16957;C17415;C17844;C21183,0.0,
3582,HilNeg,370.0895,371.0967606,,,,,C07255;C12679;C13652,0.0,
3583,HilNeg,370.132,371.1392365,,,,,,0.0,
3584,HilNeg,371.0921,372.0994107,,,,,C09956,0.0,
3585,HilNeg,371.1218,372.1290652,,,,,,0.0,
3586,HilNeg,371.189,372.1962439,,,,,C03326;C09894;C10879;C10892;C20205,0.0,
3587,HilNeg,371.2777,372.2850216,,,,,,0.0,
3588,HilNeg,372.036,373.0432451,,,,,,0.0,
3589,HilNeg,372.1893,373.1965417,,,,,,0.0,
3590,HilNeg,373.0073,374.0145732,,,,,,0.0,
3591,HilNeg,373.0206,374.0279157,,,,,,0.0,
3592,HilNeg,373.2856,374.2929213,,,,,,0.0,
3593,HilNeg,374.0502,375.0574423,,,,,,0.0,
3594,HilNeg,374.0826,375.0898908,,,,,,0.0,
3595,HilNeg,374.1471,375.1543547,,,,,C07661,0.0,
3596,HilNeg,374.1615,375.168732,,,,,,0.0,
3597,HilNeg,374.9234,375.9307018,,,,,C19010,0.0,
3598,HilNeg,375.0762,376.0835101,,,,,,0.0,
3599,HilNeg,375.1345,376.1417932,,,C00255,55,C00255;C01512;C07384;C11661,0.0,
3600,HilNeg,376.1634,377.1707032,,,,,,0.0,
3601,HilNeg,376.2799,377.2871956,,,,,,0.0,
3602,HilNeg,376.9988,378.0060988,,,,,,0.0,
3603,HilNeg,377.1664,378.1736437,,,,,,0.0,
3604,HilNeg,378.0997,379.1069764,,,,,C03451;C01310;C04794;C05193,0.344827586,C03451
3605,HilNeg,378.1089,379.1161317,,,,,C01310;C04794,0.0,
3606,HilNeg,378.9635,379.9707458,,,,,C18437,0.0,
3607,HilNeg,379.0319,380.0392049,,,,,C03312,0.0,
3608,HilNeg,379.1731,380.1803528,,,,,C08756;C17643,0.0,
3609,HilNeg,380.0443,381.0515533,,,,,C11097,0.0,
3610,HilNeg,380.095,381.1022964,,,,,,0.0,
3611,HilNeg,380.1111,381.1184186,,,,,C20629,0.0,
3612,HilNeg,381.0128,382.0200262,,,,,,0.0,
3613,HilNeg,381.1064,382.1136387,,,,,,0.0,
3614,HilNeg,381.1342,382.1414286,,,,,C08359;C17765,0.0,
3615,HilNeg,381.14,382.1473185,,,,,C08359;C17765,0.0,
3616,HilNeg,382.0432,383.0504643,,,,,C14864;C14865,0.0,
3617,HilNeg,382.1397,383.1469498,,,,,C00611;C06372;C07278;C19784;C20887,1.75862069,C00611
3618,HilNeg,382.979,383.9862299,,,,,C18725,0.0,
3619,HilNeg,383.0261,384.033337,,,,,,0.0,
3620,HilNeg,383.0695,384.0768092,,,,,,0.0,
3621,HilNeg,384.0059,385.0131633,,,,,,0.0,
3622,HilNeg,384.127,385.134228,,,,,C15550,0.0,
3623,HilNeg,385.058,386.0652901,,,,,C18889,0.0,
3624,HilNeg,385.0908,386.0980287,,,,,C03503;C09922;C09924;C10446;C17958;C20502;C20504,0.0,
3625,HilNeg,385.094,386.1012692,,,,,C03503;C09922;C09924;C10446;C17958;C20502;C20504,0.0,
3626,HilNeg,385.7799,386.787202,,,,,,0.0,
3627,HilNeg,387.0306,388.0378707,,,,,,0.0,
3628,HilNeg,387.0678,388.0750493,,,,,C18478,0.0,
3629,HilNeg,387.1478,388.1550379,,,,,C07778;C09059;C09260;C09316;C10891,0.0,
3630,HilNeg,387.2591,388.266388,,,,,,0.0,
3631,HilNeg,388.1195,389.1268014,,,,,C12201,0.0,
3632,HilNeg,388.1737,389.1809862,,,,,,0.0,
3633,HilNeg,389.0435,390.0507624,,,,,,0.0,
3634,HilNeg,389.0569,390.0641447,,,,,C20684,0.0,
3635,HilNeg,389.1008,390.1080448,,,,,C08543,0.0,
3636,HilNeg,390.0359,391.0431645,,,,,,0.0,
3637,HilNeg,390.1203,391.1275802,,,,,C10686,0.0,
3638,HilNeg,390.1214,391.1286773,,,,,C10686,0.0,
3639,HilNeg,390.9598,391.967056,,,,,,0.0,
3640,HilNeg,391.0727,392.0800146,,,,,,0.0,
3641,HilNeg,391.1273,392.1345546,,,,,C11173;C17066,0.620689655,C11173
3642,HilNeg,392.006,393.0132983,,,,,,0.0,
3643,HilNeg,392.0825,393.0897638,,,,,C11161,0.0,
3644,HilNeg,392.1123,393.1195805,,,,,C01553;C05316,0.0,
3645,HilNeg,392.1173,393.1245263,,,,,C05316,0.0,
3646,HilNeg,393.1253,394.1326116,,,,,,0.0,
3647,HilNeg,394.0583,395.0655544,,,,,,0.0,
3648,HilNeg,395.0054,396.0126616,,,,,C12285,0.0,
3649,HilNeg,395.0416,396.0488571,,,,,C07761,0.0,
3650,HilNeg,395.0822,396.0894266,,,,,C12415;C12417;C12421;C18630;C20927,0.0,
3651,HilNeg,395.1506,396.1578524,,,,,C10063,0.0,
3652,HilNeg,395.2628,396.2701173,,,,,C14640,0.0,
3653,HilNeg,396.1514,397.1586529,,,,,C13824,0.0,
3654,HilNeg,396.2725,397.2797951,,,,,,0.0,
3655,HilNeg,397.0802,398.0874337,,,,,C18440,0.0,
3656,HilNeg,398.0755,399.0827956,,,,,,0.0,
3657,HilNeg,398.1471,399.1543648,,,,,,0.0,
3658,HilNeg,398.1503,399.1575956,,,,,,0.0,
3659,HilNeg,398.9384,399.9456959,,,,,,0.0,
3660,HilNeg,399.1,400.1072891,,,,,C03725,0.0,
3661,HilNeg,399.1545,400.1618137,,,,,,0.0,
3662,HilNeg,399.1579,400.1651702,,,,,,0.0,
3663,HilNeg,400.0889,401.096179,,,,,,0.0,
3664,HilNeg,400.1161,401.1233736,,,,,,0.0,
3665,HilNeg,400.1502,401.1574274,,,,,,0.0,
3666,HilNeg,400.3107,401.3179335,,,,,,0.0,
3667,HilNeg,401.0737,402.0809799,,,,,C04352,4.275862069,C04352
3668,HilNeg,401.0801,402.0874007,,,,,C04352,4.275862069,C04352
3669,HilNeg,401.1022,402.1095088,,,,,,0.0,
3670,HilNeg,401.1343,402.1415542,,,,,,0.0,
3671,HilNeg,401.2942,402.3014582,,,,,,0.0,
3672,HilNeg,402.0421,403.0493615,,,,,,0.0,
3673,HilNeg,402.1058,403.1131049,,,,,C18558,0.0,
3674,HilNeg,402.1427,403.1500248,,,,,C07427,0.0,
3675,HilNeg,403.0046,404.0118652,,,,,C13104,0.0,
3676,HilNeg,403.1138,404.1210814,,,C07317,4,C07317,0.0,
3677,HilNeg,404.0959,405.1031465,,,,,C13440,0.0,
3678,HilNeg,404.1053,405.1126252,,,,,,0.0,
3679,HilNeg,404.1564,405.1636588,,,,,C12200,0.0,
3680,HilNeg,405.0103,406.0175547,,,,,,0.0,
3681,HilNeg,405.0326,406.0398795,,,,,,0.0,
3682,HilNeg,405.1087,406.1159823,,,,,C11561;C13836;C14647,0.0,
3683,HilNeg,405.1559,406.1631852,,,,,,0.0,
3684,HilNeg,405.166,406.1732279,,,,,C09275,0.0,
3685,HilNeg,405.2989,406.3061369,,,,,,0.0,
3686,HilNeg,406.0177,407.0249867,,,,,,0.0,
3687,HilNeg,406.1172,407.1244455,,,,,,0.0,
3688,HilNeg,406.2435,407.2507949,,,,,,0.0,
3689,HilNeg,406.2958,407.3030328,,,,,C08669,0.0,
3690,HilNeg,407.0145,408.0217521,,,,,,0.0,
3691,HilNeg,407.0252,408.0325048,,,,,C20815,0.0,
3692,HilNeg,407.0857,408.0930075,,,,,,0.0,
3693,HilNeg,408.1315,409.1387691,,,,,C11366,0.0,
3694,HilNeg,408.1315,409.1388188,,,,,C11366,0.0,
3695,HilNeg,408.9997,410.006988,,,,,,0.0,
3696,HilNeg,409.0942,410.1014662,,,,,C10949;C12422;C12423;C18553,0.0,
3697,HilNeg,409.1046,410.1118599,,,,,C20928,0.0,
3698,HilNeg,409.2752,410.2824651,,,,,C14486,0.0,
3699,HilNeg,410.0862,411.0934895,,,,,,0.0,
3700,HilNeg,410.1523,411.159597,,,,,C15038;C15665,0.0,
3701,HilNeg,410.159,411.1663128,,,,,C15665,0.0,
3702,HilNeg,410.9923,411.9995788,,,,,,0.0,
3703,HilNeg,411.0612,412.0684816,,,,,,0.0,
3704,HilNeg,411.1484,412.155665,,,,,,0.0,
3705,HilNeg,411.2056,412.2128469,,,,,,0.0,
3706,HilNeg,412.0635,413.0708176,,,,,,0.0,
3707,HilNeg,412.1667,413.1739401,,,,,,0.0,
3708,HilNeg,412.1928,413.2001259,,,,,,0.0,
3709,HilNeg,412.8776,413.8848867,,,,,,0.0,
3710,HilNeg,412.9996,414.0068496,,,,,,0.0,
3711,HilNeg,413.0588,414.0661001,,,,,,0.0,
3712,HilNeg,413.0961,414.1033855,,,,,,0.0,
3713,HilNeg,413.1091,414.1163855,,,,,C09769;C16999,0.0,
3714,HilNeg,413.22,414.227249,,,,,C08441,0.0,
3715,HilNeg,413.2551,414.2623773,,,,,,0.0,
3716,HilNeg,414.1203,415.1275707,,,,,C04713;C21219,0.0,
3717,HilNeg,414.1799,415.1871887,,,,,,0.0,
3718,HilNeg,414.7117,415.7189273,,,,,,0.0,
3719,HilNeg,415.036,416.0432465,,,,,,0.0,
3720,HilNeg,415.0547,416.0619795,,,,,,0.0,
3721,HilNeg,415.0899,416.0971948,,,,,C06568,0.0,
3722,HilNeg,415.1581,416.1653432,,,,,C09158,0.0,
3723,HilNeg,415.9767,416.9839481,,,,,,0.0,
3724,HilNeg,416.0577,417.064939,,,,,C20799,0.0,
3725,HilNeg,416.0647,417.0720228,,,,,,0.0,
3726,HilNeg,416.2749,417.2822173,,,,,,0.0,
3727,HilNeg,417.0837,418.0909563,,,,,C06435;C20727,0.0,
3728,HilNeg,418.0837,419.0910044,,,,,C10950;C20439,0.0,
3729,HilNeg,418.1552,419.1625234,,,,,,0.0,
3730,HilNeg,418.9783,419.9855367,,,,,,0.0,
3731,HilNeg,419.0532,420.0605247,,,,,,0.0,
3732,HilNeg,419.1183,420.1255688,,,,,C11674;C14918,0.0,
3733,HilNeg,419.1453,420.1525441,,,,,C10106;C10519,0.0,
3734,HilNeg,420.0185,421.025789,,,,,,0.0,
3735,HilNeg,421.0059,422.0131759,,,,,,0.0,
3736,HilNeg,421.2064,422.2136787,,,,,C08186;C15256;C17614,0.0,
3737,HilNeg,422.087,423.0942495,,,,,,0.0,
3738,HilNeg,422.1115,423.1187679,,,,,C10990,0.0,
3739,HilNeg,422.1419,423.1492007,,,,,,0.0,
3740,HilNeg,422.2242,423.2314682,,,,,,0.0,
3741,HilNeg,422.2556,423.2629113,,,,,,0.0,
3742,HilNeg,422.9973,424.0046127,,,,,,0.0,
3743,HilNeg,423.084,424.0912559,,,,,,0.0,
3744,HilNeg,423.2064,424.2136867,,,,,C07871;C09776;C17032;C19952,0.0,
3745,HilNeg,423.2557,424.2629264,,,,,,0.0,
3746,HilNeg,424.0575,425.0647528,,,,,,0.0,
3747,HilNeg,424.1258,425.1330497,,,,,,0.0,
3748,HilNeg,424.265,425.2722682,,,,,,0.0,
3749,HilNeg,425.0853,426.0925974,,,,,C05526,0.0,
3750,HilNeg,425.0867,426.093959,,,,,C05526,0.0,
3751,HilNeg,425.0975,426.1048218,,,,,,0.0,
3752,HilNeg,425.1548,426.1620384,,,,,C09116;C09261,0.0,
3753,HilNeg,426.0273,427.0345975,,,,,C00008;C00054;C00361;C03850,0.0,
3754,HilNeg,426.0808,427.0881163,,,,,,0.0,
3755,HilNeg,426.1238,427.1310595,,,,,,0.0,
3756,HilNeg,427.0297,428.0369285,,,,,,0.0,
3757,HilNeg,427.2439,428.2511284,,,,,,0.0,
3758,HilNeg,428.0564,429.0636286,,,,,,0.0,
3759,HilNeg,428.0806,429.0878297,,,,,,0.0,
3760,HilNeg,428.1891,429.1964058,,,,,C20167,0.0,
3761,HilNeg,428.267,429.2743217,,,,,,0.0,
3762,HilNeg,428.8616,429.8688742,,,,,,0.0,
3763,HilNeg,429.0779,430.0851879,,,,,C18555,0.0,
3764,HilNeg,430.0875,431.0947488,,,,,,0.0,
3765,HilNeg,430.1792,431.186438,,,,,C11699;C14914,0.0,
3766,HilNeg,431.0397,432.0470165,,,,,,0.0,
3767,HilNeg,431.1037,432.1110258,,,,,C01460;C01714;C04608;C09126;C10345;C10420;C16911,0.0,
3768,HilNeg,431.1647,432.1720231,,,,,C20196,0.0,
3769,HilNeg,431.3138,432.321029,,,,,C08899;C16494;C17003;C17335;C18231,0.0,
3770,HilNeg,432.056,433.0633227,,,,,C10982,0.0,
3771,HilNeg,432.254,433.261311,,,,,C11298,0.0,
3772,HilNeg,433.0466,434.0539239,,,,,,0.0,
3773,HilNeg,433.0498,434.0570927,,,,,,0.0,
3774,HilNeg,433.0709,434.0781957,,,,,,0.0,
3775,HilNeg,433.3218,434.3291223,,,,,,0.0,
3776,HilNeg,434.1204,435.1276965,,,,,,0.0,
3777,HilNeg,434.9522,435.9595112,,,,,,0.0,
3778,HilNeg,435.0236,436.0308895,,,,,,0.0,
3779,HilNeg,435.1571,436.1643984,,,,,,0.0,
3780,HilNeg,435.3015,436.3087649,,,,,,0.0,
3781,HilNeg,436.1312,437.1384623,,,,,,0.0,
3782,HilNeg,436.2442,437.2514787,,,,,C20542;C20593,0.0,
3783,HilNeg,436.3003,437.307532,,,,,C15720,0.0,
3784,HilNeg,437.096,438.1032463,,,,,,0.0,
3785,HilNeg,437.1253,438.132622,,,,,,0.0,
3786,HilNeg,437.2196,438.2268323,,,,,,0.0,
3787,HilNeg,437.2665,438.273733,,,,,C09229,0.0,
3788,HilNeg,438.0356,439.0428504,,,,,,0.0,
3789,HilNeg,438.1318,439.1390321,,,,,,0.0,
3790,HilNeg,438.28,439.2873242,,,,,,0.0,
3791,HilNeg,439.0589,440.0662189,,,,,,0.0,
3792,HilNeg,439.0793,440.0865945,,,,,,0.0,
3793,HilNeg,439.1228,440.1300932,,,,,C07603,0.0,
3794,HilNeg,440.0193,441.0265642,,,,,,0.0,
3795,HilNeg,440.1002,441.1074782,,,,,,0.0,
3796,HilNeg,440.1375,441.1447765,,,C00504,78,C00504;C07751,2.344827586,C00504
3797,HilNeg,440.1437,441.1509869,,,,,,0.0,
3798,HilNeg,440.198,441.2052416,,,,,,0.0,
3799,HilNeg,440.9957,442.0029688,,,,,,0.0,
3800,HilNeg,441.1247,442.1320212,,,,,C03206;C07654,0.0,
3801,HilNeg,441.1296,442.136873,,,,,C03206;C07654,0.0,
3802,HilNeg,442.0742,443.0814438,,,,,,0.0,
3803,HilNeg,442.0751,443.0823741,,,,,,0.0,
3804,HilNeg,442.1347,443.1419588,,,,,,0.0,
3805,HilNeg,442.1639,443.1711488,,,,,,0.0,
3806,HilNeg,442.9888,443.9960266,,,,,C16616,0.0,
3807,HilNeg,442.9974,444.0046852,,,,,C01337;C13962,0.0,
3808,HilNeg,443.0727,444.0799298,,,,,,0.0,
3809,HilNeg,443.8792,444.8864974,,,,,,0.0,
3810,HilNeg,444.035,445.0422454,,,,,C08101,0.0,
3811,HilNeg,444.0902,445.0974573,,,,,,0.0,
3812,HilNeg,444.1978,445.2051209,,,,,,0.0,
3813,HilNeg,444.1996,445.2068884,,,,,,0.0,
3814,HilNeg,445.069,446.0763234,,,C10025,100,,0.0,
3815,HilNeg,445.1858,446.1930337,,,,,C10894;C11133,0.0,
3816,HilNeg,445.3585,446.365791,,,,,,0.0,
3817,HilNeg,446.0687,447.0759692,,,,,,0.0,
3818,HilNeg,446.1886,447.1958745,,,,,,0.0,
3819,HilNeg,446.9874,447.9947114,,,,,,0.0,
3820,HilNeg,447.1355,448.1427646,,,,,C17391,0.0,
3821,HilNeg,448.1976,449.204916,,,,,,0.0,
3822,HilNeg,448.2155,449.2227526,,,,,C17485,0.0,
3823,HilNeg,449.1687,450.1759682,,,,,C13679,0.0,
3824,HilNeg,449.2962,450.303467,,,,,,0.0,
3825,HilNeg,450.0397,451.0469822,,,,,,0.0,
3826,HilNeg,450.0746,451.0818403,,,,,,0.0,
3827,HilNeg,450.1707,451.1780234,,,,,,0.0,
3828,HilNeg,450.9874,451.99463,,,,,,0.0,
3829,HilNeg,450.9896,451.996881,,,,,,0.0,
3830,HilNeg,451.0956,452.1029154,,,,,,0.0,
3831,HilNeg,451.1675,452.174779,,,,,,0.0,
3832,HilNeg,451.2048,452.2120929,,,,,C17439;C21176,0.0,
3833,HilNeg,452.1502,453.1574656,,,,,,0.0,
3834,HilNeg,452.1678,453.1750978,,,,,,0.0,
3835,HilNeg,453.1513,454.1586231,,,,,,0.0,
3836,HilNeg,453.1735,454.180752,,,,,,0.0,
3837,HilNeg,454.1676,455.1749241,,,,,,0.0,
3838,HilNeg,455.0336,456.04086,,,,,,0.0,
3839,HilNeg,455.0502,456.057466,,,,,,0.0,
3840,HilNeg,455.1477,456.1549884,,,,,,0.0,
3841,HilNeg,455.152,456.1592347,,,,,C00445,1.448275862,C00445
3842,HilNeg,455.1826,456.189846,,,,,C06941,0.0,
3843,HilNeg,456.0371,457.0443736,,,,,,0.0,
3844,HilNeg,456.1512,457.1584945,,,,,C08325;C15104,2.655172414,C08325
3845,HilNeg,456.208,457.2152489,,,,,,0.0,
3846,HilNeg,457.0744,458.0816737,,,,,C09731;C12379,0.0,
3847,HilNeg,457.0986,458.105874,,,,,,0.0,
3848,HilNeg,457.1022,458.1094825,,,,,,0.0,
3849,HilNeg,457.2712,458.2784544,,,,,,0.0,
3850,HilNeg,458.0965,459.1037493,,,,,,0.0,
3851,HilNeg,458.1045,459.1117866,,,,,,0.0,
3852,HilNeg,458.1101,459.117376,,,,,,0.0,
3853,HilNeg,458.1691,459.1764247,,,,,,0.0,
3854,HilNeg,458.9627,459.9699607,,,,,,0.0,
3855,HilNeg,458.9721,459.9794119,,,,,C18861,0.0,
3856,HilNeg,459.0897,460.0970054,,,,,C18297,0.0,
3857,HilNeg,459.2288,460.2360666,,,,,,0.0,
3858,HilNeg,460.1897,461.1969525,,,,,,0.0,
3859,HilNeg,460.2328,461.2400654,,,,,,0.0,
3860,HilNeg,460.9603,461.9676003,,,,,,0.0,
3861,HilNeg,461.1268,462.134096,,,,,,0.0,
3862,HilNeg,461.2737,462.2809696,,,,,,0.0,
3863,HilNeg,462.0443,463.0515926,,,,,,0.0,
3864,HilNeg,462.1199,463.1271526,,,,,C12141,0.0,
3865,HilNeg,462.1383,463.1456077,,,,,,0.0,
3866,HilNeg,462.2243,463.2316252,,,,,,0.0,
3867,HilNeg,462.2761,463.2834052,,,,,,0.0,
3868,HilNeg,463.0867,464.0939315,,,,,C05623;C10050;C10073;C10108;C12639;C16410;C17763,0.0,
3869,HilNeg,463.1024,464.1097003,,,,,,0.0,
3870,HilNeg,463.2718,464.2790817,,,,,,0.0,
3871,HilNeg,463.3329,464.3402139,,,,,,0.0,
3872,HilNeg,464.0405,465.0477477,,,,,,0.0,
3873,HilNeg,464.092,465.0992287,,,,,C12138,0.0,
3874,HilNeg,464.3337,465.3409469,,,,,C03640,0.137931034,C03640
3875,HilNeg,465.1232,466.1304356,,,,,C08600;C11315,0.0,
3876,HilNeg,466.0373,467.0446165,,,,,,0.0,
3877,HilNeg,466.2787,467.2859752,,,,,C08665;C08678;C08697,0.0,
3878,HilNeg,466.997,468.0042686,,,,,,0.0,
3879,HilNeg,467.1241,468.1313994,,,,,,0.0,
3880,HilNeg,467.2753,468.2826246,,,,,,0.0,
3881,HilNeg,467.3034,468.3106582,,,,,,0.0,
3882,HilNeg,467.5167,468.5239681,,,,,,0.0,
3883,HilNeg,468.0533,469.0606229,,,,,,0.0,
3884,HilNeg,468.1332,469.1404443,,,,,,0.0,
3885,HilNeg,468.2927,469.3000227,,,,,C11995;C11996,0.0,
3886,HilNeg,469.0357,470.0430061,,,,,,0.0,
3887,HilNeg,469.1271,470.1343333,,,,,C19480,0.0,
3888,HilNeg,469.1998,470.2070349,,,,,,0.0,
3889,HilNeg,470.1101,471.1173662,,,,,,0.0,
3890,HilNeg,470.1161,471.1233734,,,,,,0.0,
3891,HilNeg,470.1776,471.1848939,,,,,,0.0,
3892,HilNeg,470.2626,471.2698765,,,,,,0.0,
3893,HilNeg,471.1624,472.1696764,,,,,C18681,0.0,
3894,HilNeg,471.2633,472.2705348,,,,,,0.0,
3895,HilNeg,472.0686,473.075916,,,,,,0.0,
3896,HilNeg,472.1258,473.1330915,,,,,,0.0,
3897,HilNeg,473.0898,474.0971142,,,,,,0.0,
3898,HilNeg,473.1068,474.1140674,,,,,,0.0,
3899,HilNeg,473.1158,474.123074,,,,,,0.0,
3900,HilNeg,473.1177,474.1249391,,,,,,0.0,
3901,HilNeg,473.1587,474.1659859,,,,,,0.0,
3902,HilNeg,473.2351,474.2423727,,,,,,0.0,
3903,HilNeg,473.2433,474.2505437,,,,,,0.0,
3904,HilNeg,473.6572,474.6644754,,,,,,0.0,
3905,HilNeg,474.9901,475.9973886,,,,,,0.0,
3906,HilNeg,476.0636,477.0709197,,,,,,0.0,
3907,HilNeg,476.1836,477.1908523,,,,,C20134,0.0,
3908,HilNeg,477.0718,478.0790798,,,,,,0.0,
3909,HilNeg,477.0968,478.1040442,,,,,,0.0,
3910,HilNeg,478.0195,479.0267381,,,,,,0.0,
3911,HilNeg,478.1122,479.1194382,,,,,C12139,0.0,
3912,HilNeg,478.156,479.163242,,,,,,0.0,
3913,HilNeg,478.9947,480.0019837,,,,,C19294;C19510,0.0,
3914,HilNeg,479.0964,480.1037114,,,,,C17880,0.0,
3915,HilNeg,479.1546,480.1618522,,,,,C08751;C08770;C09959;C10248;C17457,0.0,
3916,HilNeg,479.2096,480.2168509,,,,,C15552,0.0,
3917,HilNeg,480.0282,481.0354803,,,,,C15630,0.0,
3918,HilNeg,480.0528,481.0600547,,,,,,0.0,
3919,HilNeg,480.1138,481.1210636,,,,,C12038,0.0,
3920,HilNeg,480.1525,481.1597485,,,,,,0.0,
3921,HilNeg,480.1955,481.2027608,,,,,,0.0,
3922,HilNeg,480.2287,481.2360214,,,,,,0.0,
3923,HilNeg,480.9459,481.9531905,,,,,,0.0,
3924,HilNeg,481.1142,482.1214551,,,C07610,7,C07610;C08717;C16808,0.0,
3925,HilNeg,481.2789,482.2861823,,,,,C09093,0.0,
3926,HilNeg,482.3317,483.3389472,,,,,,0.0,
3927,HilNeg,483.1074,484.1146284,,,,,,0.0,
3928,HilNeg,483.1372,484.144482,,,,,,0.0,
3929,HilNeg,483.3239,484.3311746,,,,,C11604,0.0,
3930,HilNeg,484.0835,485.090777,,,,,,0.0,
3931,HilNeg,484.2125,485.2198017,,,,,C17999;C20614;C21253,0.0,
3932,HilNeg,485.0139,486.0211535,,,,,,0.0,
3933,HilNeg,486.0823,487.0895281,,,,,,0.0,
3934,HilNeg,486.1485,487.1557906,,,,,,0.0,
3935,HilNeg,487.0166,488.0238519,,,,,,0.0,
3936,HilNeg,487.1899,488.1971974,,,,,,0.0,
3937,HilNeg,488.0353,489.0425993,,,,,,0.0,
3938,HilNeg,488.1421,489.1493668,,,,,,0.0,
3939,HilNeg,488.1988,489.2061136,,,,,,0.0,
3940,HilNeg,488.9305,489.9377448,,,,,,0.0,
3941,HilNeg,489.0928,490.1000393,,,,,,0.0,
3942,HilNeg,489.1568,490.1640997,,,,,C14123,0.0,
3943,HilNeg,489.2201,490.2274053,,,,,C04251;C07669;C19867,0.0,
3944,HilNeg,489.288,490.2952273,,,,,C20016,0.0,
3945,HilNeg,490.0697,491.0770123,,,,,,0.0,
3946,HilNeg,490.2004,491.207629,,,,,C20135,0.0,
3947,HilNeg,490.2202,491.2274572,,,,,,0.0,
3948,HilNeg,491.0734,492.0806796,,,,,,0.0,
3949,HilNeg,491.185,492.1922692,,,,,C17507,0.0,
3950,HilNeg,491.2374,492.2446881,,,,,,0.0,
3951,HilNeg,491.3637,492.3709529,,,,,,0.0,
3952,HilNeg,492.0914,493.0986416,,,,,C12017,0.0,
3953,HilNeg,492.2934,493.3007222,,,,,C10831,0.0,
3954,HilNeg,493.2287,494.2359653,,,,,C09510,0.0,
3955,HilNeg,494.3083,495.3155972,,,,,,0.0,
3956,HilNeg,495.0356,496.0428644,,,,,,0.0,
3957,HilNeg,495.0389,496.0461268,,,,,,0.0,
3958,HilNeg,495.1254,496.1326678,,,,,C14805;C14806;C14803;C14804,0.310344828,C14805
3959,HilNeg,495.27,496.2772563,,,,,C09286;C15649;C17703,0.0,
3960,HilNeg,495.3094,496.3167042,,,,,,0.0,
3961,HilNeg,495.5681,496.5753625,,,,,,0.0,
3962,HilNeg,496.0044,497.0116826,,,,,,0.0,
3963,HilNeg,496.1484,497.155657,,,,,,0.0,
3964,HilNeg,496.2961,497.3033924,,,,,,0.0,
3965,HilNeg,496.4495,497.4568071,,,,,,0.0,
3966,HilNeg,497.0364,498.0436938,,,,,,0.0,
3967,HilNeg,497.0426,498.0499178,,,,,,0.0,
3968,HilNeg,497.1798,498.1871105,,,,,,0.0,
